[steps: 1000, samples: 256000, speed: 5.09, learning rate: 1.6000000000000003e-05, batch size: 256] -> all loss: 9.6313, prob loss: 4.6277, aux prob loss: 0.7651, soft prob loss: 0.4640, soft aux prob loss: 0.0685, optimistic loss: 0.2287, ownership loss: 1.6536, wdl loss: 0.9858, Q values loss: 0.2709, scores loss: 0.4956, errors loss: 0.0715
[steps: 2000, samples: 512000, speed: 16.85, learning rate: 3.2000000000000005e-05, batch size: 256] -> all loss: 7.6836, prob loss: 3.7289, aux prob loss: 0.6829, soft prob loss: 0.4470, soft aux prob loss: 0.0641, optimistic loss: 0.1577, ownership loss: 1.1375, wdl loss: 0.8039, Q values loss: 0.1983, scores loss: 0.4200, errors loss: 0.0432
[steps: 3000, samples: 768000, speed: 16.62, learning rate: 4.8e-05, batch size: 256] -> all loss: 6.8097, prob loss: 3.4059, aux prob loss: 0.5862, soft prob loss: 0.4344, soft aux prob loss: 0.0615, optimistic loss: 0.1368, ownership loss: 1.0236, wdl loss: 0.6312, Q values loss: 0.1586, scores loss: 0.3432, errors loss: 0.0283
[steps: 4000, samples: 1024000, speed: 16.93, learning rate: 6.400000000000001e-05, batch size: 256] -> all loss: 6.4450, prob loss: 3.3084, aux prob loss: 0.5365, soft prob loss: 0.4128, soft aux prob loss: 0.0598, optimistic loss: 0.1296, ownership loss: 0.9801, wdl loss: 0.5553, Q values loss: 0.1404, scores loss: 0.3084, errors loss: 0.0138
[steps: 5000, samples: 1280000, speed: 9.93, learning rate: 8e-05, batch size: 256] -> all loss: 6.5021, prob loss: 3.3101, aux prob loss: 0.5256, soft prob loss: 0.3975, soft aux prob loss: 0.0595, optimistic loss: 0.3165, ownership loss: 0.9133, wdl loss: 0.5484, Q values loss: 0.1492, scores loss: 0.2696, errors loss: 0.0124
[steps: 6000, samples: 1536000, speed: 17.09, learning rate: 9.6e-05, batch size: 256] -> all loss: 6.4100, prob loss: 3.2818, aux prob loss: 0.5168, soft prob loss: 0.3906, soft aux prob loss: 0.0592, optimistic loss: 0.3379, ownership loss: 0.8946, wdl loss: 0.5207, Q values loss: 0.1386, scores loss: 0.2591, errors loss: 0.0107
[steps: 7000, samples: 1792000, speed: 17.13, learning rate: 0.000112, batch size: 256] -> all loss: 6.3397, prob loss: 3.2625, aux prob loss: 0.5123, soft prob loss: 0.3889, soft aux prob loss: 0.0591, optimistic loss: 0.3470, ownership loss: 0.8820, wdl loss: 0.4975, Q values loss: 0.1310, scores loss: 0.2502, errors loss: 0.0093
[steps: 8000, samples: 2048000, speed: 16.99, learning rate: 0.00012800000000000002, batch size: 256] -> all loss: 6.2815, prob loss: 3.2474, aux prob loss: 0.5094, soft prob loss: 0.3879, soft aux prob loss: 0.0590, optimistic loss: 0.3487, ownership loss: 0.8719, wdl loss: 0.4792, Q values loss: 0.1248, scores loss: 0.2448, errors loss: 0.0085
[steps: 9000, samples: 2304000, speed: 8.33, learning rate: 0.000144, batch size: 256] -> all loss: 6.2312, prob loss: 3.1401, aux prob loss: 0.5099, soft prob loss: 0.3894, soft aux prob loss: 0.0595, optimistic loss: 0.4398, ownership loss: 0.8084, wdl loss: 0.5273, Q values loss: 0.1433, scores loss: 0.2048, errors loss: 0.0087
[steps: 10000, samples: 2560000, speed: 17.08, learning rate: 0.00016, batch size: 256] -> all loss: 6.1163, prob loss: 3.1148, aux prob loss: 0.5076, soft prob loss: 0.3885, soft aux prob loss: 0.0594, optimistic loss: 0.3962, ownership loss: 0.7972, wdl loss: 0.5111, Q values loss: 0.1362, scores loss: 0.1980, errors loss: 0.0071
[steps: 11000, samples: 2816000, speed: 16.99, learning rate: 0.00017600000000000002, batch size: 256] -> all loss: 6.1027, prob loss: 3.1057, aux prob loss: 0.5063, soft prob loss: 0.3882, soft aux prob loss: 0.0593, optimistic loss: 0.4213, ownership loss: 0.7945, wdl loss: 0.4952, Q values loss: 0.1313, scores loss: 0.1942, errors loss: 0.0067
[steps: 12000, samples: 3072000, speed: 16.80, learning rate: 0.000192, batch size: 256] -> all loss: 6.0678, prob loss: 3.0956, aux prob loss: 0.5053, soft prob loss: 0.3877, soft aux prob loss: 0.0593, optimistic loss: 0.4299, ownership loss: 0.7853, wdl loss: 0.4820, Q values loss: 0.1269, scores loss: 0.1896, errors loss: 0.0064
